,Label,Area,intensity_mean_fluor,mean_chi2,mean_tau,min_fluor,min_chi2,min_tau,STD_fluor,STD_chi2,STD_tau,File Name,ph,Date,selected_analysis
15,16,30.0,462.9,114.26666666666667,1584.6666666666667,427.0,92.0,909.0,18.542473765205475,11.618758778611232,326.8911473598241,4,70,2023-10-12,analyze_single_fitted_channel
18,19,82.0,643.0731707317074,118.3170731707317,1505.9268292682927,508.0,89.0,1008.0,41.89440281836509,12.308908184805146,270.4556579898578,4,70,2023-10-12,analyze_single_fitted_channel
19,20,72.0,519.3472222222222,116.70833333333333,1433.6805555555557,470.0,86.0,826.0,18.570555937814735,15.03462439023854,318.383496326403,4,70,2023-10-12,analyze_single_fitted_channel
20,21,57.0,600.5438596491229,118.12280701754386,1398.7719298245613,580.0,92.0,937.0,11.848562242245757,12.77342385709224,314.7090562555489,4,70,2023-10-12,analyze_single_fitted_channel
27,28,65.0,606.4769230769231,119.24615384615385,1483.2,546.0,94.0,833.0,17.606910961593105,13.569230769230769,321.9456810371301,4,70,2023-10-12,analyze_single_fitted_channel
28,29,103.0,586.8058252427185,117.40776699029126,1449.9223300970873,418.0,88.0,885.0,65.19277734913379,13.420341677536491,318.00679877083377,4,70,2023-10-12,analyze_single_fitted_channel
29,30,99.0,580.9191919191919,119.71717171717172,1353.6767676767677,456.0,89.0,835.0,24.12621557838867,12.93889321609008,268.7191778250414,4,70,2023-10-12,analyze_single_fitted_channel
35,36,58.0,474.86206896551727,114.86206896551724,1472.3103448275863,429.0,81.0,839.0,21.766351979098435,12.621066510295899,313.440595862061,4,70,2023-10-12,analyze_single_fitted_channel
37,38,264.0,582.9772727272727,118.53030303030303,1305.3030303030303,308.0,88.0,763.0,85.69811054006816,12.969042039538778,280.9452777352315,4,70,2023-10-12,analyze_single_fitted_channel
38,39,53.0,528.8867924528302,116.79245283018868,1430.8867924528302,485.0,95.0,760.0,17.603237671067614,9.56479095741751,352.9421172479242,4,70,2023-10-12,analyze_single_fitted_channel
42,43,42.0,473.1904761904762,114.21428571428571,1404.547619047619,427.0,95.0,719.0,22.615037238462644,11.991139018708207,341.2103249136292,4,70,2023-10-12,analyze_single_fitted_channel
45,46,75.0,346.14666666666665,107.74666666666667,1393.1066666666666,330.0,83.0,817.0,8.006153189196974,11.915360767606753,343.59536563942316,4,70,2023-10-12,analyze_single_fitted_channel
48,49,91.0,576.2527472527472,117.68131868131869,1272.934065934066,522.0,91.0,783.0,28.89564148532105,13.208288374258155,311.52802432271363,4,70,2023-10-12,analyze_single_fitted_channel
54,55,58.0,392.05172413793105,114.12068965517241,1399.551724137931,356.0,79.0,685.0,13.282633740953408,14.165374961512237,358.8850633614109,4,70,2023-10-12,analyze_single_fitted_channel
56,57,255.0,420.10196078431375,111.0156862745098,1281.756862745098,331.0,79.0,699.0,49.16388555854947,12.453826446376963,303.38794762915063,4,70,2023-10-12,analyze_single_fitted_channel
57,58,65.0,322.2769230769231,107.66153846153846,1487.7846153846153,230.0,82.0,753.0,25.41199455878309,12.774104723200368,388.6137688010747,4,70,2023-10-12,analyze_single_fitted_channel
58,59,97.0,439.1546391752577,113.69072164948453,1507.1752577319587,386.0,80.0,796.0,12.169202471293314,11.135862772385783,327.5676371584858,4,70,2023-10-12,analyze_single_fitted_channel
59,60,58.0,406.0344827586207,109.56896551724138,1511.4137931034484,254.0,91.0,978.0,52.49268110470304,11.168169159630477,303.60818866351974,4,70,2023-10-12,analyze_single_fitted_channel
67,68,58.0,418.98275862068965,113.20689655172414,1588.3103448275863,180.0,71.0,911.0,86.04840085057789,13.47636324201295,395.0609384201358,4,70,2023-10-12,analyze_single_fitted_channel
69,70,57.0,373.35087719298247,108.15789473684211,1270.0350877192982,364.0,87.0,718.0,6.367381868720567,10.403760240740576,371.535409042477,4,70,2023-10-12,analyze_single_fitted_channel
74,75,91.0,395.8021978021978,111.1978021978022,1387.3846153846155,285.0,88.0,831.0,39.95222965630735,12.401010044134326,333.5387935402427,4,70,2023-10-12,analyze_single_fitted_channel
76,77,57.0,435.64912280701753,113.82456140350877,1537.859649122807,399.0,84.0,773.0,20.446327880378323,12.293376917499247,345.16522555612437,4,70,2023-10-12,analyze_single_fitted_channel
77,78,35.0,331.2857142857143,104.71428571428571,1408.857142857143,311.0,81.0,894.0,10.294440742657253,12.30231436663485,290.4396807656717,4,70,2023-10-12,analyze_single_fitted_channel
89,90,48.0,346.6041666666667,106.16666666666667,1291.875,302.0,83.0,718.0,22.22492930559935,12.5155458885695,326.594589731163,4,70,2023-10-12,analyze_single_fitted_channel
91,92,159.0,424.97484276729557,112.18238993710692,1557.188679245283,334.0,80.0,747.0,20.83929213465254,10.893339576015672,380.13319694419,4,70,2023-10-12,analyze_single_fitted_channel
92,93,77.0,338.16883116883116,106.0909090909091,1581.012987012987,279.0,82.0,752.0,19.869968592843495,11.372308379342005,313.3072635445579,4,70,2023-10-12,analyze_single_fitted_channel
93,94,198.0,318.04040404040404,104.32828282828282,1397.6262626262626,247.0,66.0,667.0,59.74244708475822,13.097856563051483,377.6732216355529,4,70,2023-10-12,analyze_single_fitted_channel
94,95,120.0,483.15,114.725,1538.325,326.0,80.0,751.0,36.65802549692677,11.514456493179924,368.33904586444993,4,70,2023-10-12,analyze_single_fitted_channel
98,99,34.0,395.7352941176471,110.79411764705883,1373.9117647058824,353.0,87.0,714.0,18.96018866797637,13.0401628728657,332.10986556073306,4,70,2023-10-12,analyze_single_fitted_channel
99,100,69.0,325.39130434782606,104.3768115942029,1330.0,306.0,85.0,642.0,9.082899031719766,11.7029680977877,345.9801451955953,4,70,2023-10-12,analyze_single_fitted_channel
100,101,59.0,305.864406779661,102.83050847457628,1560.9322033898304,237.0,73.0,696.0,22.414778438447698,12.09027139700834,428.5426175593702,4,70,2023-10-12,analyze_single_fitted_channel
105,106,76.0,506.4736842105263,113.5,1352.907894736842,409.0,88.0,775.0,36.10309568451908,12.108609377324532,317.24576135161817,4,70,2023-10-12,analyze_single_fitted_channel
106,107,52.0,618.6153846153846,119.65384615384616,1499.8076923076924,321.0,85.0,858.0,81.93152719148468,13.011658404595082,320.10887801962355,4,70,2023-10-12,analyze_single_fitted_channel
108,109,30.0,313.8666666666667,103.03333333333333,1528.3666666666666,303.0,89.0,760.0,6.864077181643252,10.937651586251146,389.52847421237664,4,70,2023-10-12,analyze_single_fitted_channel
109,110,31.0,309.9032258064516,101.70967741935483,1452.516129032258,302.0,78.0,758.0,4.283161620245082,10.59577989148722,430.5364898527104,4,70,2023-10-12,analyze_single_fitted_channel
111,112,83.0,352.7710843373494,106.26506024096386,1486.686746987952,213.0,79.0,806.0,39.001490642258645,11.628884206489342,364.9113418554144,4,70,2023-10-12,analyze_single_fitted_channel
112,113,77.0,428.76623376623377,111.77922077922078,1533.064935064935,392.0,90.0,768.0,15.847402264811604,12.352636162861584,387.63154742958955,4,70,2023-10-12,analyze_single_fitted_channel
113,114,54.0,483.2037037037037,115.51851851851852,1497.037037037037,419.0,86.0,821.0,19.60572443769991,13.110274089205822,354.05999507108874,4,70,2023-10-12,analyze_single_fitted_channel
117,118,38.0,415.86842105263156,112.94736842105263,1473.342105263158,395.0,76.0,727.0,10.80733438245961,15.552876478613298,381.04788180377903,4,70,2023-10-12,analyze_single_fitted_channel
118,119,90.0,500.44444444444446,114.2,1382.4333333333334,450.0,91.0,858.0,18.72438167566028,11.820133482983834,283.3041181016141,4,70,2023-10-12,analyze_single_fitted_channel
119,120,45.0,320.3777777777778,105.42222222222222,1389.6222222222223,274.0,83.0,727.0,21.856388731788737,11.287138971982204,378.2910865627678,4,70,2023-10-12,analyze_single_fitted_channel
120,121,75.0,500.08,112.13333333333334,1334.6,409.0,84.0,762.0,27.767011602499345,10.80411444260421,310.12337329950907,4,70,2023-10-12,analyze_single_fitted_channel
121,122,70.0,466.25714285714287,110.24285714285715,1361.142857142857,279.0,87.0,821.0,55.92742381599458,10.852828089996654,315.89882131170174,4,70,2023-10-12,analyze_single_fitted_channel
123,124,33.0,550.8484848484849,118.0909090909091,1313.5454545454545,518.0,83.0,687.0,15.24968198798319,15.174467463799756,307.60828011367045,4,70,2023-10-12,analyze_single_fitted_channel
125,126,37.0,317.5945945945946,103.0,1473.081081081081,291.0,86.0,719.0,8.075520096913044,9.95394801478695,400.1707999111554,4,70,2023-10-12,analyze_single_fitted_channel
126,127,36.0,360.5,105.33333333333333,1278.4166666666667,340.0,82.0,779.0,10.505289672879616,13.922404006971401,306.76749927446866,4,70,2023-10-12,analyze_single_fitted_channel
128,129,56.0,453.0357142857143,109.44642857142857,1284.517857142857,343.0,84.0,739.0,30.78610788611497,11.288299319676646,331.1341976057133,4,70,2023-10-12,analyze_single_fitted_channel
131,132,125.0,416.184,110.688,1396.272,321.0,83.0,770.0,50.23248096600445,13.058891836599306,348.62170617447214,4,70,2023-10-12,analyze_single_fitted_channel
135,136,135.0,315.22962962962964,103.53333333333333,1326.362962962963,259.0,72.0,619.0,45.15946080128533,12.362308306569071,377.20589931774623,4,70,2023-10-12,analyze_single_fitted_channel
138,139,77.0,372.5584415584416,106.18181818181819,1403.6623376623377,287.0,74.0,843.0,45.17167642248861,12.454308463002572,320.29047734868675,4,70,2023-10-12,analyze_single_fitted_channel
149,150,104.0,324.63461538461536,103.22115384615384,1414.3653846153845,280.0,76.0,723.0,17.74447784756825,11.672581886601108,372.96623010907456,4,70,2023-10-12,analyze_single_fitted_channel
150,151,53.0,304.9811320754717,101.54716981132076,1444.622641509434,282.0,72.0,668.0,16.00411570419066,13.519470289019923,354.00928601055324,4,70,2023-10-12,analyze_single_fitted_channel
151,152,87.0,370.264367816092,108.7816091954023,1449.5402298850574,310.0,71.0,664.0,35.138301390368085,13.884105927660238,368.6013266887801,4,70,2023-10-12,analyze_single_fitted_channel
153,154,74.0,305.3378378378378,102.79729729729729,1578.1216216216217,253.0,77.0,821.0,25.089179872534814,12.498626659400374,369.5000622719731,4,70,2023-10-12,analyze_single_fitted_channel
155,156,37.0,325.64864864864865,103.45945945945945,1475.3783783783783,280.0,79.0,669.0,18.228602733981255,13.039637274416664,363.271869850113,4,70,2023-10-12,analyze_single_fitted_channel
156,157,33.0,327.3636363636364,106.12121212121212,1397.8181818181818,316.0,86.0,849.0,8.369563117442839,10.452656834240686,386.6303891977966,4,70,2023-10-12,analyze_single_fitted_channel
2,3,55.0,305.74545454545455,90.98181818181818,957.8363636363637,195.0,65.0,517.0,37.63954312437347,11.772836082333246,242.85729170076692,3-5,50,2023-09-27,analyze_single_fitted_channel
8,9,60.0,385.75,98.46666666666667,945.9333333333333,275.0,74.0,630.0,65.71824328145115,12.239916484827646,184.32931279521324,3-5,50,2023-09-27,analyze_single_fitted_channel
10,11,37.0,318.27027027027026,90.24324324324324,910.4864864864865,296.0,62.0,650.0,16.10547774642117,10.766327400631539,149.94622849210504,3-5,50,2023-09-27,analyze_single_fitted_channel
12,13,75.0,370.5733333333333,90.77333333333333,942.9466666666667,292.0,63.0,531.0,40.92568006629687,13.102237298348028,206.88566203474699,3-5,50,2023-09-27,analyze_single_fitted_channel
1,2,31.0,535.0322580645161,114.90322580645162,972.0322580645161,471.0,83.0,745.0,18.047399725074758,16.94079793738958,143.09741411765347,3-55,55,2023-09-27,analyze_single_fitted_channel
2,3,77.0,353.1038961038961,101.97402597402598,918.0519480519481,197.0,60.0,618.0,108.49807998966503,16.47428064446433,185.2283880590617,3-55,55,2023-09-27,analyze_single_fitted_channel
3,4,97.0,424.1958762886598,106.97938144329896,962.9175257731958,356.0,83.0,577.0,39.82038000079075,13.093619585286254,182.4287840206118,3-55,55,2023-09-27,analyze_single_fitted_channel
4,5,55.0,361.5272727272727,106.63636363636364,933.8181818181819,289.0,78.0,544.0,39.71574203372331,14.641613965138278,188.05609326707824,3-55,55,2023-09-27,analyze_single_fitted_channel
5,6,40.0,396.225,108.7,960.675,345.0,84.0,624.0,36.911033242107976,13.398134198462113,219.59797215593773,3-55,55,2023-09-27,analyze_single_fitted_channel
6,7,46.0,332.6521739130435,100.73913043478261,928.6521739130435,273.0,79.0,529.0,49.94571722567557,11.448247981789702,192.16164135518196,3-55,55,2023-09-27,analyze_single_fitted_channel
7,8,52.0,401.40384615384613,110.32692307692308,881.1923076923077,299.0,80.0,610.0,55.99081642259416,15.790358735446222,147.01112444321745,3-55,55,2023-09-27,analyze_single_fitted_channel
8,9,63.0,307.031746031746,99.31746031746032,931.6190476190476,213.0,64.0,517.0,66.70117398694785,13.89624295099892,204.45393229487908,3-55,55,2023-09-27,analyze_single_fitted_channel
9,10,50.0,318.42,107.14,886.62,228.0,82.0,650.0,62.05290968198027,13.021536007706619,121.74003285690374,3-55,55,2023-09-27,analyze_single_fitted_channel
10,11,33.0,349.09090909090907,106.63636363636364,926.060606060606,275.0,84.0,637.0,45.51480853681855,10.023663462083208,146.28592579083326,3-55,55,2023-09-27,analyze_single_fitted_channel
11,12,30.0,332.9,103.9,916.2,314.0,79.0,587.0,13.234676674050888,13.133544837552428,184.33147678389963,3-55,55,2023-09-27,analyze_single_fitted_channel
13,14,33.0,398.030303030303,111.24242424242425,836.6060606060606,331.0,91.0,557.0,40.08890487214095,10.357343473112127,169.69722402578344,3-55,55,2023-09-27,analyze_single_fitted_channel
14,15,89.0,333.7752808988764,104.50561797752809,897.685393258427,223.0,77.0,428.0,85.65566718875237,15.014692127189406,196.44398209476878,3-55,55,2023-09-27,analyze_single_fitted_channel
16,17,49.0,555.1428571428571,113.81632653061224,929.7142857142857,509.0,90.0,660.0,26.99735436773653,12.367953106987553,135.05509080008946,3-55,55,2023-09-27,analyze_single_fitted_channel
17,18,49.0,499.2244897959184,110.42857142857143,954.3877551020408,433.0,86.0,626.0,22.40195445748433,13.674048114466128,143.99586393245576,3-55,55,2023-09-27,analyze_single_fitted_channel
18,19,35.0,369.0571428571429,107.57142857142857,865.0285714285715,313.0,80.0,598.0,37.11137127015142,11.053857023774137,162.65800857966397,3-55,55,2023-09-27,analyze_single_fitted_channel
20,21,37.0,316.8918918918919,103.43243243243244,983.7027027027027,266.0,84.0,619.0,38.279049229758286,11.405405405405405,204.63730140868876,3-55,55,2023-09-27,analyze_single_fitted_channel
21,22,80.0,460.0875,111.775,856.175,335.0,76.0,569.0,69.59655051617142,15.642869781469129,154.12201132544305,3-55,55,2023-09-27,analyze_single_fitted_channel
23,24,31.0,416.258064516129,108.96774193548387,964.741935483871,362.0,85.0,667.0,41.58238440768032,14.532463927509692,156.67553646082135,3-55,55,2023-09-27,analyze_single_fitted_channel
24,25,37.0,335.1621621621622,103.8108108108108,859.8648648648649,269.0,79.0,474.0,28.203424666033417,11.913739145359315,208.27945911646353,3-55,55,2023-09-27,analyze_single_fitted_channel
25,26,71.0,565.1830985915493,112.35211267605634,966.2112676056338,403.0,78.0,680.0,95.27607178713585,13.51066203020216,136.31073816038779,3-55,55,2023-09-27,analyze_single_fitted_channel
27,28,93.0,400.8279569892473,105.64516129032258,928.8387096774194,271.0,73.0,505.0,82.9140795929789,14.331441606564656,148.025592841135,3-55,55,2023-09-27,analyze_single_fitted_channel
28,29,54.0,415.94444444444446,108.05555555555556,908.3888888888889,306.0,78.0,533.0,76.2300166082808,12.903368303673536,189.72205954116987,3-55,55,2023-09-27,analyze_single_fitted_channel
30,31,38.0,319.44736842105266,107.07894736842105,760.8157894736842,279.0,81.0,469.0,34.64990116825052,13.63698835973492,153.34667557070566,3-55,55,2023-09-27,analyze_single_fitted_channel
31,32,32.0,321.0,109.875,862.75,283.0,81.0,481.0,30.46206657467612,17.721367751954137,204.3566123226748,3-55,55,2023-09-27,analyze_single_fitted_channel
32,33,58.0,414.17241379310343,108.17241379310344,972.8275862068965,343.0,81.0,638.0,54.57330973610555,12.024598252711819,159.1859829571551,3-55,55,2023-09-27,analyze_single_fitted_channel
33,34,65.0,406.6,112.3076923076923,1003.6,320.0,86.0,492.0,59.357534678227026,13.038314045001934,196.2346162515284,3-55,55,2023-09-27,analyze_single_fitted_channel
34,35,83.0,530.4819277108434,111.49397590361446,1008.9156626506024,362.0,78.0,654.0,45.79981623727619,14.242625226720564,177.28244463670993,3-55,55,2023-09-27,analyze_single_fitted_channel
35,36,60.0,341.4166666666667,102.93333333333334,872.7166666666667,262.0,71.0,545.0,41.208935789327164,12.821683023517448,159.15391833763385,3-55,55,2023-09-27,analyze_single_fitted_channel
36,37,45.0,353.24444444444447,102.44444444444444,991.7555555555556,230.0,74.0,588.0,104.20581249635114,15.985487245283947,176.11753090296838,3-55,55,2023-09-27,analyze_single_fitted_channel
37,38,43.0,352.51162790697674,104.72093023255815,879.4418604651163,272.0,80.0,499.0,46.7777387390195,12.148931585516115,176.40944739843835,3-55,55,2023-09-27,analyze_single_fitted_channel
38,39,43.0,342.1860465116279,105.6046511627907,830.7209302325581,300.0,78.0,490.0,26.72013073874286,12.920399473419202,178.065878269212,3-55,55,2023-09-27,analyze_single_fitted_channel
40,41,50.0,394.48,106.98,852.94,288.0,76.0,552.0,49.60090321758264,12.996137887849605,156.4650005592305,3-55,55,2023-09-27,analyze_single_fitted_channel
41,42,42.0,424.73809523809524,107.0,932.2142857142857,349.0,87.0,584.0,55.29232252044777,13.443001365553963,176.37980336198814,3-55,55,2023-09-27,analyze_single_fitted_channel
42,43,62.0,473.9516129032258,109.66129032258064,903.9354838709677,392.0,84.0,558.0,33.1742357372914,12.64776347484854,162.11792511662833,3-55,55,2023-09-27,analyze_single_fitted_channel
43,44,104.0,684.9134615384615,119.11538461538461,1035.423076923077,486.0,80.0,660.0,154.62411684822865,13.56275137470532,149.909760824746,3-55,55,2023-09-27,analyze_single_fitted_channel
44,45,84.0,445.32142857142856,109.01190476190476,931.75,336.0,83.0,563.0,77.94765653862818,15.05347139811236,179.9499847841325,3-55,55,2023-09-27,analyze_single_fitted_channel
45,46,41.0,388.6585365853659,110.1951219512195,951.1951219512196,336.0,85.0,546.0,27.482686129321635,15.318121759975034,211.66520037402316,3-55,55,2023-09-27,analyze_single_fitted_channel
46,47,85.0,457.47058823529414,108.16470588235295,925.0,222.0,71.0,641.0,221.61756079470587,14.929518379075121,139.17944405356283,3-55,55,2023-09-27,analyze_single_fitted_channel
47,48,78.0,440.53846153846155,107.26923076923077,998.4615384615385,361.0,78.0,614.0,35.20004818895751,14.52996292098528,174.7857804099938,3-55,55,2023-09-27,analyze_single_fitted_channel
48,49,67.0,421.1044776119403,111.46268656716418,955.2686567164179,311.0,82.0,546.0,50.59589220785814,13.969399775788139,177.0844795519799,3-55,55,2023-09-27,analyze_single_fitted_channel
50,51,204.0,450.97549019607845,107.94607843137256,937.2647058823529,256.0,70.0,514.0,136.9954356877247,14.56129823161132,176.1020440846609,3-55,55,2023-09-27,analyze_single_fitted_channel
51,52,51.0,388.3137254901961,108.6470588235294,974.6274509803922,343.0,83.0,593.0,21.05966332717729,13.057675271898276,167.88686208911628,3-55,55,2023-09-27,analyze_single_fitted_channel
52,53,34.0,329.61764705882354,99.47058823529412,842.3823529411765,276.0,70.0,537.0,31.70638709627702,11.479483730238167,184.77028897683013,3-55,55,2023-09-27,analyze_single_fitted_channel
54,55,55.0,558.8909090909091,110.94545454545455,983.6727272727272,445.0,83.0,647.0,70.1952271693409,15.597690017573035,130.8142408907941,3-55,55,2023-09-27,analyze_single_fitted_channel
55,56,64.0,528.65625,110.8125,946.515625,364.0,80.0,601.0,52.1375041207143,13.062200953514687,153.90540846851152,3-55,55,2023-09-27,analyze_single_fitted_channel
56,57,53.0,303.9433962264151,100.86792452830188,904.2641509433962,208.0,72.0,533.0,31.338935391689905,11.700730078574692,162.87200101565998,3-55,55,2023-09-27,analyze_single_fitted_channel
57,58,199.0,729.3869346733668,116.66331658291458,1035.6683417085428,251.0,85.0,571.0,188.2909275486645,14.478270360038461,152.68554262732547,3-55,55,2023-09-27,analyze_single_fitted_channel
58,59,117.0,356.56410256410254,104.82905982905983,931.7179487179487,248.0,70.0,617.0,96.0926711379012,14.296189557648407,151.25366965408287,3-55,55,2023-09-27,analyze_single_fitted_channel
59,60,162.0,405.0987654320988,107.38271604938272,937.4938271604939,298.0,75.0,552.0,47.68546765668064,12.824617435859915,205.03129080413467,3-55,55,2023-09-27,analyze_single_fitted_channel
60,61,69.0,502.6811594202899,113.1304347826087,972.1304347826087,349.0,65.0,556.0,109.55277898877323,15.643596683699961,159.03093428396645,3-55,55,2023-09-27,analyze_single_fitted_channel
61,62,46.0,485.54347826086956,107.71739130434783,957.304347826087,296.0,78.0,681.0,129.321592151494,17.410220690705067,127.80587684065806,3-55,55,2023-09-27,analyze_single_fitted_channel
64,65,170.0,378.5176470588235,102.67058823529412,980.9764705882353,223.0,68.0,487.0,85.40121390027274,13.05453559702448,182.32420874208012,3-55,55,2023-09-27,analyze_single_fitted_channel
65,66,41.0,497.6829268292683,112.41463414634147,941.1219512195122,360.0,83.0,623.0,84.16546972406616,13.399992009018545,121.60475663072204,3-55,55,2023-09-27,analyze_single_fitted_channel
66,67,57.0,558.6315789473684,112.49122807017544,983.8245614035088,488.0,89.0,659.0,39.74375448185466,14.90804893516409,153.62487038317144,3-55,55,2023-09-27,analyze_single_fitted_channel
67,68,117.0,390.5982905982906,104.8974358974359,973.1623931623932,323.0,79.0,633.0,33.501131459157584,12.19106062807268,175.5987538293183,3-55,55,2023-09-27,analyze_single_fitted_channel
68,69,33.0,363.75757575757575,105.18181818181819,943.1818181818181,305.0,87.0,652.0,41.31624546806733,11.805120988058519,151.83353215809512,3-55,55,2023-09-27,analyze_single_fitted_channel
69,70,63.0,653.7460317460317,118.61904761904762,994.1746031746031,509.0,91.0,666.0,87.3211493234806,15.529213199162216,160.4462566087572,3-55,55,2023-09-27,analyze_single_fitted_channel
70,71,42.0,519.7619047619048,109.88095238095238,1006.0952380952381,463.0,88.0,770.0,31.822281445111408,13.015014005722815,140.19184296693984,3-55,55,2023-09-27,analyze_single_fitted_channel
71,72,71.0,606.1830985915493,116.02816901408451,993.1830985915493,437.0,87.0,581.0,60.740804638605255,13.095501680085587,144.41570569841272,3-55,55,2023-09-27,analyze_single_fitted_channel
72,73,50.0,642.84,115.68,1018.74,584.0,86.0,765.0,38.1415049519549,12.447393301410541,121.90567008962299,3-55,55,2023-09-27,analyze_single_fitted_channel
73,74,79.0,387.37974683544303,105.64556962025317,1024.5443037974683,252.0,78.0,519.0,65.97339390794882,12.703072462675653,175.6803626172414,3-55,55,2023-09-27,analyze_single_fitted_channel
74,75,60.0,450.0,110.38333333333334,1008.9,354.0,81.0,680.0,51.14912837315347,12.258455131957787,152.28391247928982,3-55,55,2023-09-27,analyze_single_fitted_channel
75,76,65.0,480.0769230769231,110.13846153846154,971.2307692307693,400.0,78.0,602.0,57.405523103968285,14.814625749396257,182.77474739149187,3-55,55,2023-09-27,analyze_single_fitted_channel
76,77,64.0,382.21875,107.21875,967.875,259.0,80.0,561.0,78.36921205701573,13.832105712345463,184.77668109098616,3-55,55,2023-09-27,analyze_single_fitted_channel
77,78,131.0,601.0229007633587,115.47328244274809,969.1832061068702,474.0,87.0,557.0,82.63083224430878,13.819075346203265,162.95696999241915,3-55,55,2023-09-27,analyze_single_fitted_channel
78,79,71.0,465.40845070422534,109.74647887323944,1003.2253521126761,390.0,74.0,590.0,42.67749265467482,14.265804983491764,156.13583804063265,3-55,55,2023-09-27,analyze_single_fitted_channel
79,80,57.0,418.05263157894734,105.98245614035088,957.3333333333334,282.0,80.0,631.0,90.904696779559,11.342346098581464,172.4293227529159,3-55,55,2023-09-27,analyze_single_fitted_channel
80,81,94.0,539.6063829787234,112.63829787234043,1023.3723404255319,303.0,72.0,558.0,186.0049311909302,13.284810606382099,157.67384758948245,3-55,55,2023-09-27,analyze_single_fitted_channel
81,82,89.0,399.0674157303371,104.0,923.5842696629213,274.0,68.0,573.0,66.98193580945706,12.287748534411982,170.34009662026565,3-55,55,2023-09-27,analyze_single_fitted_channel
82,83,114.0,569.4298245614035,110.90350877192982,972.6842105263158,333.0,68.0,614.0,107.49850829632071,13.3961039755448,154.48155035412913,3-55,55,2023-09-27,analyze_single_fitted_channel
83,84,105.0,667.0666666666667,114.24761904761905,988.5238095238095,154.0,67.0,569.0,364.30945157645374,18.390360286680707,151.60827312757579,3-55,55,2023-09-27,analyze_single_fitted_channel
2,3,52.0,356.28846153846155,109.0576923076923,1080.0576923076924,232.0,83.0,790.0,75.2629586435916,11.89119496734787,184.97675669594673,3,60,2023-09-27,analyze_single_fitted_channel
4,5,105.0,362.6857142857143,111.33333333333333,1061.8285714285714,277.0,76.0,559.0,42.27130385085964,14.154700828896228,222.89486982251807,3,60,2023-09-27,analyze_single_fitted_channel
6,7,37.0,340.2162162162162,109.0,1069.8918918918919,258.0,85.0,746.0,57.625602012513525,14.567642781734326,220.2776851678518,3,60,2023-09-27,analyze_single_fitted_channel
8,9,80.0,348.1875,107.4,1081.5125,229.0,78.0,657.0,57.081322196932334,13.992497989994497,215.39655253450553,3,60,2023-09-27,analyze_single_fitted_channel
9,10,101.0,362.2475247524753,109.54455445544555,1020.9306930693069,259.0,81.0,608.0,63.62380243625343,13.116782955378953,204.86804530875128,3,60,2023-09-27,analyze_single_fitted_channel
10,11,60.0,370.06666666666666,113.15,1007.0833333333334,320.0,84.0,640.0,30.770584799267123,13.63674570171833,197.05365527072965,3,60,2023-09-27,analyze_single_fitted_channel
11,12,104.0,376.84615384615387,111.82692307692308,1048.2307692307693,302.0,87.0,583.0,50.07086693853354,14.520835367268429,222.09306914207556,3,60,2023-09-27,analyze_single_fitted_channel
12,13,66.0,372.6363636363636,110.53030303030303,1032.1363636363637,280.0,85.0,602.0,72.32704267373563,13.60839724823421,202.68776452910808,3,60,2023-09-27,analyze_single_fitted_channel
13,14,55.0,509.7818181818182,119.41818181818182,1035.0,380.0,96.0,676.0,88.91296886876432,14.011282348802027,184.7266284884972,3,60,2023-09-27,analyze_single_fitted_channel
16,17,32.0,302.4375,106.75,1265.5625,292.0,73.0,749.0,8.215600632333585,14.720309100015529,277.9115121648436,3,60,2023-09-27,analyze_single_fitted_channel
18,19,169.0,425.05325443786984,112.13609467455622,1179.0236686390533,284.0,79.0,688.0,57.39113804495451,13.22716181198764,209.80278010643053,3,60,2023-09-27,analyze_single_fitted_channel
20,21,49.0,329.734693877551,108.89795918367346,1085.9795918367347,284.0,85.0,695.0,25.20104914418274,12.808232202829528,206.2918964047846,3,60,2023-09-27,analyze_single_fitted_channel
21,22,55.0,315.8545454545455,107.83636363636364,1049.1090909090908,266.0,76.0,601.0,16.065115433270236,14.49484376831184,220.53461263915202,3,60,2023-09-27,analyze_single_fitted_channel
24,25,101.0,405.63366336633663,112.92079207920793,1116.09900990099,211.0,78.0,624.0,75.24267311092008,12.6684164602461,233.08004425244704,3,60,2023-09-27,analyze_single_fitted_channel
26,27,99.0,427.4040404040404,115.13131313131314,1007.9191919191919,333.0,85.0,594.0,34.64303366702941,11.333018235055045,191.15817538234828,3,60,2023-09-27,analyze_single_fitted_channel
28,29,85.0,412.16470588235296,116.67058823529412,1172.5058823529412,282.0,86.0,630.0,78.6467675651257,15.341131360453344,209.47304324841144,3,60,2023-09-27,analyze_single_fitted_channel
29,30,84.0,372.01190476190476,110.58333333333333,1008.6666666666666,217.0,83.0,620.0,68.64426831544174,13.660168315679659,203.36112222287238,3,60,2023-09-27,analyze_single_fitted_channel
30,31,84.0,355.4642857142857,111.39285714285714,1230.142857142857,294.0,79.0,673.0,33.56069357241034,13.29251298139461,256.6912701345048,3,60,2023-09-27,analyze_single_fitted_channel
31,32,36.0,406.6111111111111,112.5,1192.6666666666667,384.0,90.0,787.0,16.109482676323456,12.8181728633825,207.94042950379375,3,60,2023-09-27,analyze_single_fitted_channel
