,Label,Area,intensity_mean_fluor,mean_chi2,mean_tau,min_fluor,min_chi2,min_tau,STD_fluor,STD_chi2,STD_tau,File Name,ph,Date,selected_analysis
12,13,36.0,388.55555555555554,109.72222222222223,1529.2222222222222,320.0,85.0,746.0,41.39541335599368,11.300469781559995,376.54748196321736,4,75,2023-09-27,analyze_single_fitted_channel
13,14,57.0,498.1929824561403,117.63157894736842,1551.3157894736842,278.0,90.0,920.0,154.59175877315917,13.062107482825661,286.4783852043449,4,75,2023-09-27,analyze_single_fitted_channel
15,16,44.0,358.72727272727275,112.52272727272727,1464.75,292.0,84.0,816.0,43.80502442973016,15.006799423115504,364.82343955049623,4,75,2023-09-27,analyze_single_fitted_channel
16,17,111.0,494.60360360360363,118.02702702702703,1617.9279279279278,374.0,91.0,771.0,64.0530859900745,12.60305944513664,296.2427696829076,4,75,2023-09-27,analyze_single_fitted_channel
17,18,118.0,306.1694915254237,107.47457627118644,1538.3813559322034,201.0,78.0,805.0,72.11987491231923,11.998383976219165,365.83637445275684,4,75,2023-09-27,analyze_single_fitted_channel
18,19,56.0,369.44642857142856,109.76785714285714,1491.9464285714287,260.0,80.0,828.0,52.621261198322124,11.324737574109564,334.5690949160714,4,75,2023-09-27,analyze_single_fitted_channel
20,21,45.0,394.1777777777778,114.95555555555555,1544.8444444444444,325.0,87.0,943.0,55.129862401379725,12.925350724758873,341.7690549385363,4,75,2023-09-27,analyze_single_fitted_channel
24,25,39.0,473.02564102564105,118.7948717948718,1602.4358974358975,364.0,85.0,810.0,80.75842011493836,12.218480091762403,350.01683438429035,4,75,2023-09-27,analyze_single_fitted_channel
27,28,104.0,441.53846153846155,115.71153846153847,1598.25,260.0,85.0,980.0,70.41401235616868,13.73560300608708,313.000053760133,4,75,2023-09-27,analyze_single_fitted_channel
28,29,34.0,338.20588235294116,114.52941176470588,1681.1764705882354,252.0,96.0,896.0,74.7492984077894,11.543358910997132,326.7663736919369,4,75,2023-09-27,analyze_single_fitted_channel
29,30,117.0,492.7264957264957,117.88888888888889,1589.025641025641,312.0,93.0,709.0,102.9653185268904,13.262489857751847,325.21683658065626,4,75,2023-09-27,analyze_single_fitted_channel
30,31,50.0,443.08,112.72,1530.58,326.0,83.0,946.0,93.0833690838487,12.735839194964734,301.4157985242313,4,75,2023-09-27,analyze_single_fitted_channel
31,32,151.0,493.72847682119203,117.87417218543047,1599.6158940397352,323.0,90.0,890.0,94.94996477928368,14.689413512725267,321.62700746798293,4,75,2023-09-27,analyze_single_fitted_channel
32,33,54.0,459.537037037037,115.74074074074075,1517.6666666666667,312.0,86.0,980.0,102.24728792255151,14.302531743230565,290.1535353465025,4,75,2023-09-27,analyze_single_fitted_channel
35,36,31.0,328.96774193548384,113.09677419354838,1635.3870967741937,269.0,91.0,1019.0,43.50786645295585,10.696260542552837,312.4988441185699,4,75,2023-09-27,analyze_single_fitted_channel
43,44,81.0,591.679012345679,119.8641975308642,1698.3950617283951,449.0,85.0,998.0,61.352619182118225,11.37546969473333,252.20003225993008,4,75,2023-09-27,analyze_single_fitted_channel
47,48,39.0,535.8461538461538,117.07692307692308,1394.4102564102564,475.0,99.0,778.0,39.96763977015461,13.123446653642706,331.6780736047993,4,75,2023-09-27,analyze_single_fitted_channel
48,49,57.0,444.7543859649123,112.6842105263158,1607.2105263157894,368.0,89.0,839.0,37.1768087971824,12.283433280181121,345.4062310535237,4,75,2023-09-27,analyze_single_fitted_channel
49,50,33.0,416.75757575757575,118.03030303030303,1718.4545454545455,307.0,97.0,1022.0,53.10711320445621,11.511482669122424,317.2130620289194,4,75,2023-09-27,analyze_single_fitted_channel
50,51,32.0,560.0,119.65625,1595.71875,519.0,92.0,989.0,22.413723474692908,12.489018613866344,302.9219406851169,4,75,2023-09-27,analyze_single_fitted_channel
53,54,32.0,428.3125,117.59375,1610.125,367.0,99.0,955.0,44.388510267297775,10.845100780421545,300.1761722305753,4,75,2023-09-27,analyze_single_fitted_channel
56,57,44.0,430.5,116.8409090909091,1524.2272727272727,361.0,86.0,843.0,32.87476235655552,13.674699900011404,326.2794997903961,4,75,2023-09-27,analyze_single_fitted_channel
58,59,36.0,459.5,112.52777777777777,1560.2222222222222,399.0,92.0,852.0,38.4133223417779,11.63444624836837,360.5503594900373,4,75,2023-09-27,analyze_single_fitted_channel
59,60,66.0,554.3636363636364,119.18181818181819,1610.6363636363637,406.0,91.0,987.0,87.08540502630186,12.10923650836117,288.44544867184874,4,75,2023-09-27,analyze_single_fitted_channel
61,62,30.0,470.1333333333333,115.66666666666667,1615.1,365.0,99.0,1034.0,53.59585390266262,10.386957633921922,260.4147141260135,4,75,2023-09-27,analyze_single_fitted_channel
62,63,42.0,371.76190476190476,111.30952380952381,1511.6904761904761,286.0,92.0,885.0,44.130655322904786,11.287346677201771,369.69057126294905,4,75,2023-09-27,analyze_single_fitted_channel
63,64,91.0,368.967032967033,111.34065934065934,1558.5934065934066,255.0,85.0,756.0,39.24071964184529,12.125914289960477,354.3610246354737,4,75,2023-09-27,analyze_single_fitted_channel
64,65,30.0,318.6666666666667,107.1,1703.6,246.0,87.0,985.0,45.07425971537291,11.858470952586314,297.9856372377702,4,75,2023-09-27,analyze_single_fitted_channel
65,66,55.0,451.58181818181816,117.9090909090909,1594.0181818181818,309.0,89.0,896.0,116.29659432347823,14.358111710835324,299.3024916160962,4,75,2023-09-27,analyze_single_fitted_channel
